longitude,latitude,altitude,field_id
1.6914269930790695, 8.10769932018348, 1.6, Andhra Pradesh_cropField#1
3.3823252418390153, 16.21549992166922, 3.2, Andhra Pradesh_cropField#2
5.0732255971794915, 24.32341501506171, 4.8, Andhra Pradesh_cropField#3
6.76409646037141, 32.431453407430794, 6.4, Andhra Pradesh_cropField#4
8.454981016352317, 40.53957216431146, 8.0, Andhra Pradesh_cropField#5
10.146018298920657, 48.64769092119213, 9.6, Andhra Pradesh_cropField#6
11.83713141767941, 56.755949490305134, 11.2, Andhra Pradesh_cropField#7
13.528441498451519, 64.86424438858076, 12.8, Andhra Pradesh_cropField#8
15.220009627943645, 72.97246332587989, 14.4, Andhra Pradesh_cropField#9
16.911436621022716, 81.08016264606336, 16.0, Andhra Pradesh_cropField#10
3.3810993491867465, 16.21306719942827, 3.2, Andhra Pradesh_cropField#11
6.761647151755855, 32.425792275971006, 6.4, Andhra Pradesh_cropField#12
10.141881062404071, 48.63915473213622, 9.6, Andhra Pradesh_cropField#13
13.52263513538432, 64.85286868441683, 12.8, Andhra Pradesh_cropField#14
16.903734484571068, 81.0659358838451, 16.0, Andhra Pradesh_cropField#15
2.412126693977062, 11.580849960754506, 2.2857142857142856, Andhra Pradesh_cropField#16
4.824229971045442, 23.16169312575219, 4.571428571428571, Andhra Pradesh_cropField#17
7.236331133849766, 34.74250314804123, 6.857142857142857, Andhra Pradesh_cropField#18
9.648166955182598, 46.32330985605945, 9.142857142857142, Andhra Pradesh_cropField#19
12.059974233651712, 57.904327572655625, 11.428571428571429, Andhra Pradesh_cropField#20
14.472062870859025, 69.48536423731913, 13.714285714285714, Andhra Pradesh_cropField#21
16.88418956483609, 81.06621419807364, 16.0, Andhra Pradesh_cropField#22
3.3765891034405997, 16.211463120949894, 3.2, Andhra Pradesh_cropField#23
6.752745879052446, 32.422970499644165, 6.4, Andhra Pradesh_cropField#24
10.128953828420654, 48.63473973665949, 9.6, Andhra Pradesh_cropField#25
13.505601163394664, 64.84647393629383, 12.8, Andhra Pradesh_cropField#26
16.882190266835263, 81.05793705724372, 16.0, Andhra Pradesh_cropField#27
3.377689339478968, 16.213506935133715, 3.2, Andhra Pradesh_cropField#28
6.75495282748395, 32.427011005184944, 6.4, Andhra Pradesh_cropField#29
10.132188899993327, 48.640792988227, 9.6, Andhra Pradesh_cropField#30
13.50991570686141, 64.85457115115918, 12.8, Andhra Pradesh_cropField#31
16.887605046340376, 81.0680780862929, 16.0, Andhra Pradesh_cropField#32
3.3775811684819756, 16.211678004350425, 3.2, Andhra Pradesh_cropField#33
6.754977190209115, 32.42337203021502, 6.4, Andhra Pradesh_cropField#34
10.13242510029031, 48.635428388790864, 9.6, Andhra Pradesh_cropField#35
13.510067591064205, 64.84746872585217, 12.8, Andhra Pradesh_cropField#36
16.88764875954618, 81.0591467302026, 16.0, Andhra Pradesh_cropField#37
2.544291901155648, 8.665811107477365, , Arunachal Pradesh_cropField#38
5.088634345452475, 17.33170701051613, , Arunachal Pradesh_cropField#39
7.63311344212238, 25.997510698382005, , Arunachal Pradesh_cropField#40
10.17756820357761, 34.663257149243925, , Arunachal Pradesh_cropField#41
12.722088482780835, 43.32894530315743, , Arunachal Pradesh_cropField#42
15.266809056383003, 51.99457622006699, , Arunachal Pradesh_cropField#43
17.81152307836398, 60.660148840028135, , Arunachal Pradesh_cropField#44
20.356179071508993, 69.3257458387132, , Arunachal Pradesh_cropField#45
22.90074708479567, 77.99136085645506, , Arunachal Pradesh_cropField#46
25.445283275385858, 86.65693983608323, , Arunachal Pradesh_cropField#47
27.989575176541507, 95.32275094356059, , Arunachal Pradesh_cropField#48
1.4739042143095582, 5.015470394294497, , Arunachal Pradesh_cropField#49
2.9477422020823862, 10.030825557887848, , Arunachal Pradesh_cropField#50
4.421520201382622, 15.046235075585514, , Arunachal Pradesh_cropField#51
5.895285243089428, 20.06167177033534, , Arunachal Pradesh_cropField#52
7.369050764707636, 25.077146512958155, , Arunachal Pradesh_cropField#53
8.842778373200506, 30.092594078528816, , Arunachal Pradesh_cropField#54
10.316466628561006, 35.10807480010314, , Arunachal Pradesh_cropField#55
11.79016448227166, 40.123585959975834, , Arunachal Pradesh_cropField#56
13.263839779833686, 45.13911560024405, , Arunachal Pradesh_cropField#57
14.737540513046213, 50.15467948359795, , Arunachal Pradesh_cropField#58
16.21126860145365, 55.17022271239221, , Arunachal Pradesh_cropField#59
17.68500676805751, 60.18577083305587, , Arunachal Pradesh_cropField#60
19.15874013552245, 65.20133091162246, , Arunachal Pradesh_cropField#61
20.632495099080597, 70.21690729642039, , Arunachal Pradesh_cropField#62
22.106243823775817, 75.23249618266226, , Arunachal Pradesh_cropField#63
23.580012224861537, 80.24809702680712, , Arunachal Pradesh_cropField#64
25.05385165234989, 85.263648408717, , Arunachal Pradesh_cropField#65
26.52774530885758, 90.27916663462331, , Arunachal Pradesh_cropField#66
28.001649523167135, 95.2946370289178, , Arunachal Pradesh_cropField#67
2.543605675736479, 8.65884340967268, , Arunachal Pradesh_cropField#68
5.087171117876617, 17.31762023358643, , Arunachal Pradesh_cropField#69
7.630628680108388, 25.97648416969599, , Arunachal Pradesh_cropField#70
10.174006658040476, 34.63540017286517, , Arunachal Pradesh_cropField#71
12.717392152295151, 43.2943261889304, , Arunachal Pradesh_cropField#72
15.260760719883796, 51.95327088626352, , Arunachal Pradesh_cropField#73
17.804166550391372, 60.61225102652702, , Arunachal Pradesh_cropField#74
20.347607407913657, 69.27119825549799, , Arunachal Pradesh_cropField#75
22.891070623039408, 77.9301260752451, , Arunachal Pradesh_cropField#76
25.43462252282362, 86.58900748163089, , Arunachal Pradesh_cropField#77
27.9782281985601, 95.24785089130356, , Arunachal Pradesh_cropField#78
2.1535338241311406, 7.3251444606323295, , Arunachal Pradesh_cropField#79
4.307128964999278, 14.650354709502787, , Arunachal Pradesh_cropField#80
6.460755455602812, 21.975592109074725, , Arunachal Pradesh_cropField#81
